instance_id,business_id,name,Feature,InstanceID,category,latitude,longitude,X,Y,city,state,stars,review_count,is_open,price,takeout,delivery,outdoor_seating,good_for_kids,alcohol,wifi,ambience,hours
wUnLSg_GKfEIQ5CQQ770_g__italian,wUnLSg_GKfEIQ5CQQ770_g,Vetri Cucina,Italian,wUnLSg_GKfEIQ5CQQ770_g,Italian,39.9466441,-75.1631867,-762.144194,-3175.497725,Philadelphia,PA,4.5,489,1,4,true,,true,false,full_bar,no,classy|intimate|romantic|upscale,"{""Monday"": ""18:0-21:30"", ""Tuesday"": ""18:0-21:30"", ""Wednesday"": ""18:0-21:30"", ""Thursday"": ""18:0-21:30"", ""Friday"": ""18:0-21:30"", ""Saturday"": ""18:0-21:30"", ""Sunday"": ""17:0-21:0""}"
vOa5-do5qhRMGWhn_x0_Vw__cheesesteaks,vOa5-do5qhRMGWhn_x0_Vw,Amato's Deli Restaurant,Cheesesteaks,vOa5-do5qhRMGWhn_x0_Vw,Cheesesteaks,39.9132080,-75.1746700,-1740.651117,-6893.427547,Philadelphia,PA,2.5,5,0,1,true,,false,,,no,,"{""Monday"": ""9:0-15:0"", ""Tuesday"": ""9:0-21:0"", ""Wednesday"": ""9:0-21:0"", ""Thursday"": ""9:0-21:0"", ""Friday"": ""9:0-21:0"", ""Saturday"": ""9:0-21:0"", ""Sunday"": ""8:0-17:0""}"
f96nmEyl3mNec9HrMZSSVQ__pizza,f96nmEyl3mNec9HrMZSSVQ,Mom's Bake At Home Pizza,Pizza,f96nmEyl3mNec9HrMZSSVQ,Pizza,40.0736927,-75.1978144,-3712.815532,10951.681546,Philadelphia,PA,4.5,7,0,2,true,false,false,true,none,no,,"{""Tuesday"": ""12:0-19:30"", ""Wednesday"": ""12:0-19:30"", ""Thursday"": ""12:0-19:30"", ""Friday"": ""12:0-20:0"", ""Saturday"": ""12:0-19:0"", ""Sunday"": ""12:0-17:0""}"
aVRVBncwdK3GrqLKLFPKAg__pizza,aVRVBncwdK3GrqLKLFPKAg,Paradise Pizzeria,Pizza,aVRVBncwdK3GrqLKLFPKAg,Pizza,40.0091223,-75.1004709,4581.950662,3771.770737,Philadelphia,PA,1.0,5,1,,true,true,,,,,,"{""Monday"": ""11:0-23:0"", ""Tuesday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0"", ""Thursday"": ""11:0-23:0"", ""Friday"": ""11:0-1:0"", ""Saturday"": ""11:0-1:0"", ""Sunday"": ""12:0-23:0""}"
DRr5xdfHtqgWfhmdTU1B8Q__italian,DRr5xdfHtqgWfhmdTU1B8Q,London Grill,Italian,DRr5xdfHtqgWfhmdTU1B8Q,Italian,39.9675638,-75.1754915,-1810.652200,-849.330005,Philadelphia,PA,3.0,350,0,2,true,true,true,true,full_bar,free,casual,"{""Monday"": ""16:0-2:0"", ""Tuesday"": ""11:30-2:0"", ""Wednesday"": ""11:30-2:0"", ""Thursday"": ""11:30-2:0"", ""Friday"": ""11:30-2:0"", ""Saturday"": ""11:0-2:0"", ""Sunday"": ""11:0-2:0""}"
_RwlMTw9uFeOkfX9Ctf1HA__seafood,_RwlMTw9uFeOkfX9Ctf1HA,Dinardo's Famous Crabs,Seafood,_RwlMTw9uFeOkfX9Ctf1HA,Seafood,39.9540048,-75.1454969,745.226663,-2357.024098,Philadelphia,PA,2.5,256,0,3,true,false,true,true,full_bar,no,casual,"{""Monday"": ""11:0-21:30"", ""Tuesday"": ""11:0-21:30"", ""Wednesday"": ""11:0-21:30"", ""Thursday"": ""11:0-21:30"", ""Friday"": ""11:0-22:30"", ""Saturday"": ""11:0-22:30"", ""Sunday"": ""15:0-21:0""}"
4-TKASCNK5-XBWdXmeXWbA__coffee_and_tea,4-TKASCNK5-XBWdXmeXWbA,Wawa,Coffee & Tea,4-TKASCNK5-XBWdXmeXWbA,Coffee & Tea,39.9505338,-75.1619937,-660.488519,-2742.983667,Philadelphia,PA,2.5,21,0,1,,,,true,,free,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0""}"
3ydk69StFw-7DKPqX3smcQ__fitness_and_instruction,3ydk69StFw-7DKPqX3smcQ,Giant Fitness,Fitness & Instruction,3ydk69StFw-7DKPqX3smcQ,Fitness & Instruction,40.0807030,-74.9949650,13572.245572,11731.192417,Philadelphia,PA,3.0,10,1,,,,,false,,,,"{""Monday"": ""4:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""4:0-23:0"", ""Saturday"": ""8:0-19:0"", ""Sunday"": ""8:0-19:0""}"
e_3I3UEy6ibfDiABDPQCTg__coffee_and_tea,e_3I3UEy6ibfDiABDPQCTg,7-Eleven,Coffee & Tea,e_3I3UEy6ibfDiABDPQCTg,Coffee & Tea,39.9658990,-75.1324718,1855.113203,-1034.447674,Philadelphia,PA,3.5,7,1,1,true,true,,,,,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0""}"
SjS7bdnS3KAkhq5bWut9XQ__italian,SjS7bdnS3KAkhq5bWut9XQ,Toscanini Grill and Pizza,Italian,SjS7bdnS3KAkhq5bWut9XQ,Italian,39.9839188,-75.1198871,2927.471016,969.265532,Philadelphia,PA,3.0,9,0,,true,true,,,,,,"{""Monday"": ""11:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0"", ""Sunday"": ""12:0-21:0""}"
ue3FLSX9zINnCInCw-ilEQ__chinese,ue3FLSX9zINnCInCw-ilEQ,Jade Palace,Chinese,ue3FLSX9zINnCInCw-ilEQ,Chinese,39.9268645,-75.1542417,0.070885,-5374.891934,Philadelphia,PA,5.0,6,1,,,true,,,,,,"{""Monday"": ""11:0-21:30"", ""Tuesday"": ""11:0-21:30"", ""Wednesday"": ""11:0-21:30"", ""Thursday"": ""11:0-21:30"", ""Friday"": ""11:0-21:30"", ""Saturday"": ""11:0-21:30"", ""Sunday"": ""11:0-21:0""}"
t58IPc9Y0kOIfktPBRp1Ng__fitness_and_instruction,t58IPc9Y0kOIfktPBRp1Ng,SoulCycle Rittenhouse Square,Fitness & Instruction,t58IPc9Y0kOIfktPBRp1Ng,Fitness & Instruction,39.9506558,-75.1671469,-1099.597985,-2729.416421,Philadelphia,PA,4.5,46,1,,,,,false,,,,"{""Monday"": ""5:30-21:0"", ""Tuesday"": ""5:30-21:0"", ""Wednesday"": ""5:30-21:0"", ""Thursday"": ""5:30-21:0"", ""Friday"": ""5:30-19:45"", ""Saturday"": ""7:0-17:30"", ""Sunday"": ""7:0-18:30""}"
u3Krpt7IdsJ26jj83uwNBQ__cheesesteaks,u3Krpt7IdsJ26jj83uwNBQ,Rock N' Rolls Egg Rolls,Cheesesteaks,u3Krpt7IdsJ26jj83uwNBQ,Cheesesteaks,39.9705409,-75.1577989,-303.042752,-518.291131,Philadelphia,PA,4.0,19,1,1,true,true,false,true,none,free,,"{""Tuesday"": ""12:0-22:0"", ""Wednesday"": ""12:0-22:0"", ""Thursday"": ""12:0-22:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""11:0-18:0""}"
AEgaEEWNGuXWBHUkf_fN3A__coffee_and_tea,AEgaEEWNGuXWBHUkf_fN3A,Starbucks,Coffee & Tea,AEgaEEWNGuXWBHUkf_fN3A,Coffee & Tea,39.9520413,-75.1717524,-1492.038628,-2575.355638,Philadelphia,PA,3.5,38,0,2,true,,false,false,,free,,"{""Monday"": ""5:30-20:30"", ""Tuesday"": ""5:30-20:30"", ""Wednesday"": ""5:30-20:30"", ""Thursday"": ""5:30-20:30"", ""Friday"": ""5:0-21:0"", ""Saturday"": ""5:30-21:0"", ""Sunday"": ""5:30-21:0""}"
tJPaPZwRqFmDSEc8VEx9hA__coffee_and_tea,tJPaPZwRqFmDSEc8VEx9hA,Cosi,Coffee & Tea,tJPaPZwRqFmDSEc8VEx9hA,Coffee & Tea,39.9557200,-75.1819072,-2357.342338,-2166.302296,Philadelphia,PA,2.0,70,0,1,true,false,false,true,none,free,casual,"{""Monday"": ""5:0-0:0"", ""Tuesday"": ""5:0-0:0"", ""Wednesday"": ""5:0-0:0"", ""Thursday"": ""5:0-0:0"", ""Friday"": ""5:0-0:0"", ""Saturday"": ""6:0-0:0"", ""Sunday"": ""6:0-0:0""}"
32m9wJDqmjKrG2Jnn0QlCA__chinese,32m9wJDqmjKrG2Jnn0QlCA,Spice Mandarin Cuisine,Chinese,32m9wJDqmjKrG2Jnn0QlCA,Chinese,40.0414916,-75.0648356,7618.480905,7371.077648,Philadelphia,PA,3.5,12,0,2,true,false,false,true,none,,,
78kUZU8GPfHgoYO_2CNbuQ__desserts,78kUZU8GPfHgoYO_2CNbuQ,Ben & Jerry’s,Desserts,78kUZU8GPfHgoYO_2CNbuQ,Desserts,39.9535368,-75.2029584,-4151.142460,-2409.063395,Philadelphia,PA,3.5,37,1,1,true,true,,,,free,,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""11:0-21:0""}"
TxJ_LSVVkRqSrIJYlY9P-Q__fast_food,TxJ_LSVVkRqSrIJYlY9P-Q,KFC,Fast Food,TxJ_LSVVkRqSrIJYlY9P-Q,Fast Food,39.9832925,-75.2438180,-7632.842098,899.627234,Philadelphia,PA,1.5,9,1,1,true,true,,,,free,,"{""Monday"": ""10:30-22:0"", ""Tuesday"": ""10:30-22:0"", ""Wednesday"": ""10:30-22:0"", ""Thursday"": ""10:30-22:0"", ""Friday"": ""10:30-23:0"", ""Saturday"": ""10:30-23:0"", ""Sunday"": ""10:30-22:0""}"
LHzg5i6hX1Qb3OxtWJ4QDQ__sandwiches,LHzg5i6hX1Qb3OxtWJ4QDQ,Polka Deli Inc,Sandwiches,LHzg5i6hX1Qb3OxtWJ4QDQ,Sandwiches,39.9837685,-75.1017843,4470.034140,952.552912,Philadelphia,PA,5.0,9,1,1,true,true,,true,none,no,,"{""Monday"": ""8:0-19:0"", ""Tuesday"": ""8:0-19:0"", ""Wednesday"": ""8:0-19:0"", ""Thursday"": ""8:0-19:0"", ""Friday"": ""8:0-20:0"", ""Saturday"": ""8:0-18:0"", ""Sunday"": ""8:0-14:0""}"
2OWEnB1sbh9xpjYxu9tcJw__fast_food,2OWEnB1sbh9xpjYxu9tcJw,Arby's,Fast Food,2OWEnB1sbh9xpjYxu9tcJw,Fast Food,40.0898672,-74.9641437,16198.568616,12750.206371,Philadelphia,PA,2.5,6,1,1,true,true,,true,none,,,
PKrOUk8IXuiRWN-z6uR_xw__american_(new),PKrOUk8IXuiRWN-z6uR_xw,Village Bar and Kitchen,American (New),PKrOUk8IXuiRWN-z6uR_xw,American (New),39.9400552,-75.1509519,280.399020,-3908.150989,Philadelphia,PA,4.5,22,0,,true,false,true,,full_bar,no,,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""10:0-22:0"", ""Sunday"": ""10:0-20:0""}"
ceSjm0nHamTmAd1tWcuDhw__american_(traditional),ceSjm0nHamTmAd1tWcuDhw,Bread & Butter Philly - Breakfast Junction,American (Traditional),ceSjm0nHamTmAd1tWcuDhw,American (Traditional),40.0797906,-75.1736236,-1651.485859,11629.738026,Philadelphia,PA,4.5,22,1,1,true,,false,true,none,no,,"{""Monday"": ""6:0-15:0"", ""Tuesday"": ""6:0-15:0"", ""Wednesday"": ""6:0-15:0"", ""Thursday"": ""6:0-15:0"", ""Friday"": ""6:0-15:0"", ""Saturday"": ""6:0-15:0"", ""Sunday"": ""7:0-15:0""}"
7ATYjTIgM3jUlt4UM3IypQ__fitness_and_instruction,7ATYjTIgM3jUlt4UM3IypQ,Body Cycle Spinning Studio,Fitness & Instruction,7ATYjTIgM3jUlt4UM3IypQ,Fitness & Instruction,39.9521029,-75.1727526,-1577.266970,-2568.506021,Philadelphia,PA,5.0,144,0,,,,,false,,,,"{""Monday"": ""6:30-20:30"", ""Tuesday"": ""6:30-20:30"", ""Wednesday"": ""6:0-20:30"", ""Thursday"": ""6:30-20:30"", ""Friday"": ""6:0-19:30"", ""Saturday"": ""7:30-12:30"", ""Sunday"": ""9:0-13:0""}"
GmJDCmDhtKbjofeO35yBrw__cheesesteaks,GmJDCmDhtKbjofeO35yBrw,The Freshworks of Port Richmond,Cheesesteaks,GmJDCmDhtKbjofeO35yBrw,Cheesesteaks,39.9796100,-75.1176470,3118.352850,490.148171,Philadelphia,PA,4.5,66,1,1,true,true,false,true,none,free,casual,"{""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-22:0"", ""Saturday"": ""10:0-22:0"", ""Sunday"": ""11:0-21:0""}"
4S_yN5o0EvXvV6GNvesTKw__soul_food,4S_yN5o0EvXvV6GNvesTKw,Sister Muhammad's Kitchen,Soul Food,4S_yN5o0EvXvV6GNvesTKw,Soul Food,40.0228262,-75.1590914,-413.180734,5295.577887,Philadelphia,PA,4.0,126,1,2,true,true,false,true,none,free,casual,"{""Monday"": ""11:0-20:0"", ""Tuesday"": ""11:0-20:0"", ""Wednesday"": ""11:0-20:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""11:0-20:0""}"
U09S6VSTWCKteCDa72Td7Q__seafood,U09S6VSTWCKteCDa72Td7Q,Watami Sushi & Hibachi,Seafood,U09S6VSTWCKteCDa72Td7Q,Seafood,40.1031470,-75.0102491,12269.867539,14226.854797,Philadelphia,PA,4.5,22,0,2,true,true,false,true,none,free,casual|classy|romantic|trendy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""12:0-23:0"", ""Sunday"": ""12:0-17:0""}"
Hv8nT4XiAvIW4PEwBvykPg__pizza,Hv8nT4XiAvIW4PEwBvykPg,Roula's Pizza,Pizza,Hv8nT4XiAvIW4PEwBvykPg,Pizza,40.0420510,-75.1802359,-2214.928692,7433.280176,Philadelphia,PA,2.5,7,0,1,true,true,false,true,none,,,
1_BzX6o0O6w_9yx9NczMrg__coffee_and_tea,1_BzX6o0O6w_9yx9NczMrg,Wawa,Coffee & Tea,1_BzX6o0O6w_9yx9NczMrg,Coffee & Tea,40.0403385,-75.2234230,-5894.959694,7242.859212,Philadelphia,PA,3.5,48,1,1,true,true,false,true,none,free,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0""}"
rxqcQ3fMMFsmKFo3EsBnEQ__grocery,rxqcQ3fMMFsmKFo3EsBnEQ,Cousin’s Supermarket,Grocery,rxqcQ3fMMFsmKFo3EsBnEQ,Grocery,39.9802158,-75.1431111,948.523782,557.510150,Philadelphia,PA,3.5,39,1,1,false,true,,,,,,"{""Monday"": ""8:0-21:0"", ""Tuesday"": ""8:0-21:0"", ""Wednesday"": ""8:0-21:0"", ""Thursday"": ""8:0-21:0"", ""Friday"": ""8:0-21:0"", ""Saturday"": ""8:0-21:0"", ""Sunday"": ""8:0-18:0""}"
3pbc89Mbi-L7HjuAw-DQfw__american_(traditional),3pbc89Mbi-L7HjuAw-DQfw,Common Grounds Philly,American (Traditional),3pbc89Mbi-L7HjuAw-DQfw,American (Traditional),39.9790629,-75.1623160,-687.950715,429.313342,Philadelphia,PA,2.5,36,0,,true,false,false,,none,free,,"{""Monday"": ""0:0-0:0""}"
1ZOyc39cRMNmEFvTOvQ_Uw__grocery,1ZOyc39cRMNmEFvTOvQ_Uw,New Ben City Supermarket,Grocery,1ZOyc39cRMNmEFvTOvQ_Uw,Grocery,40.0355180,-75.1003980,4588.162566,6706.842716,Philadelphia,PA,2.0,11,1,2,true,,,,,,,"{""Monday"": ""10:0-20:0"", ""Tuesday"": ""10:0-20:0"", ""Wednesday"": ""10:0-20:0"", ""Thursday"": ""10:0-20:0"", ""Friday"": ""10:0-20:0"", ""Saturday"": ""10:0-20:30"", ""Sunday"": ""10:0-20:0""}"
uBDXcXlLR9IuRV1N2m0SPQ__vietnamese,uBDXcXlLR9IuRV1N2m0SPQ,Pho Street,Vietnamese,uBDXcXlLR9IuRV1N2m0SPQ,Vietnamese,39.9536619,-75.1754204,-1804.593677,-2395.152891,Philadelphia,PA,4.0,150,1,2,true,true,false,true,none,free,casual,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-20:30"", ""Wednesday"": ""11:0-20:30"", ""Thursday"": ""11:0-20:30"", ""Friday"": ""11:0-20:30"", ""Saturday"": ""11:30-20:30"", ""Sunday"": ""11:30-20:0""}"
H4t7YAtaDQ8bKOW452zSaA__breakfast_and_brunch,H4t7YAtaDQ8bKOW452zSaA,Kopi Latte,Breakfast & Brunch,H4t7YAtaDQ8bKOW452zSaA,Breakfast & Brunch,39.9709602,-75.1274537,2282.711193,-471.667034,Philadelphia,PA,4.5,59,0,1,true,true,true,true,none,free,casual,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""8:0-14:0"", ""Wednesday"": ""8:0-14:0"", ""Thursday"": ""8:0-14:0"", ""Friday"": ""8:0-14:0"", ""Saturday"": ""8:0-14:0"", ""Sunday"": ""8:0-14:0""}"
rz_an69uzlVtRzkRSMqrsw__chinese,rz_an69uzlVtRzkRSMqrsw,China House,Chinese,rz_an69uzlVtRzkRSMqrsw,Chinese,40.0631649,-75.1519159,198.255327,9781.041980,Philadelphia,PA,2.5,14,1,2,true,true,,true,,,,
IAyHcNx5IHoLf3V4dlgFCw__chinese,IAyHcNx5IHoLf3V4dlgFCw,Pagoda Noodle Cafe,Chinese,IAyHcNx5IHoLf3V4dlgFCw,Chinese,39.9474497,-75.1439342,878.383992,-3085.921326,Philadelphia,PA,3.0,100,0,2,true,true,true,true,full_bar,no,casual,"{""Monday"": ""11:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""11:0-23:0"", ""Sunday"": ""12:0-22:0""}"
pVHbXwsqLxNzAx9rdwy2EA__seafood,pVHbXwsqLxNzAx9rdwy2EA,Marmont Steakhouse & Bar,Seafood,pVHbXwsqLxNzAx9rdwy2EA,Seafood,39.9497397,-75.1445806,823.305777,-2831.282234,Philadelphia,PA,3.5,316,1,3,true,,true,false,full_bar,free,casual|classy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""16:0-23:0"", ""Wednesday"": ""16:0-2:0"", ""Thursday"": ""16:0-1:0"", ""Friday"": ""16:0-2:0"", ""Saturday"": ""22:0-2:0"", ""Sunday"": ""12:0-22:0""}"
mDplRQe0GajH76EzHJhucQ__chinese,mDplRQe0GajH76EzHJhucQ,New Lee's Chinese Restaurant,Chinese,mDplRQe0GajH76EzHJhucQ,Chinese,40.0643495,-75.0211287,11342.806343,9912.764595,Philadelphia,PA,3.0,12,1,4,true,true,false,true,none,no,,"{""Monday"": ""10:30-22:30"", ""Tuesday"": ""10:30-22:30"", ""Wednesday"": ""10:30-22:30"", ""Thursday"": ""10:30-22:30"", ""Friday"": ""10:30-23:30"", ""Saturday"": ""10:30-23:30"", ""Sunday"": ""12:0-22:30""}"
Q-prSTdggNlxAEFV88BZOw__specialty_food,Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,Specialty Food,Q-prSTdggNlxAEFV88BZOw,Specialty Food,39.9466238,-75.1609139,-568.475951,-3177.754985,Philadelphia,PA,4.5,770,1,2,true,true,true,false,beer_and_wine,free,classy|trendy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""16:0-21:0"", ""Wednesday"": ""16:0-21:0"", ""Thursday"": ""16:0-21:0"", ""Friday"": ""16:0-22:0"", ""Saturday"": ""14:0-20:0"", ""Sunday"": ""14:0-20:0""}"
5FuQbcHTF_I7PWJzhCMObw__cheesesteaks,5FuQbcHTF_I7PWJzhCMObw,Larry's Steaks,Cheesesteaks,5FuQbcHTF_I7PWJzhCMObw,Cheesesteaks,39.9958264,-75.2339340,-6790.613608,2293.332070,Philadelphia,PA,3.0,204,1,1,true,true,false,true,none,no,casual,"{""Monday"": ""10:0-2:0"", ""Tuesday"": ""10:0-2:0"", ""Wednesday"": ""10:0-2:0"", ""Thursday"": ""10:0-2:0"", ""Friday"": ""10:0-3:30"", ""Saturday"": ""10:0-3:30"", ""Sunday"": ""10:0-23:0""}"
nB9dev-4Wzxo4NHJkQQmUQ__specialty_food,nB9dev-4Wzxo4NHJkQQmUQ,Market on Ninth,Specialty Food,nB9dev-4Wzxo4NHJkQQmUQ,Specialty Food,39.9378087,-75.1579422,-315.253531,-4157.950737,Philadelphia,PA,4.5,38,0,,true,true,false,,none,free,,"{""Tuesday"": ""12:0-22:0"", ""Wednesday"": ""12:0-22:0"", ""Thursday"": ""12:0-22:0"", ""Friday"": ""12:0-23:0"", ""Saturday"": ""12:0-23:0"", ""Sunday"": ""12:0-21:0""}"
bGBK1r0I46Oc8eU8fNc0bg__coffee_and_tea,bGBK1r0I46Oc8eU8fNc0bg,Wawa,Coffee & Tea,bGBK1r0I46Oc8eU8fNc0bg,Coffee & Tea,40.0688845,-75.0052062,12699.575745,10417.031738,Philadelphia,PA,3.5,8,1,2,true,true,false,true,none,free,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0""}"
1I58IN0Ar5Qd3WnE1smgVg__seafood,1I58IN0Ar5Qd3WnE1smgVg,Pikes Corner,Seafood,1I58IN0Ar5Qd3WnE1smgVg,Seafood,40.0665250,-75.1582730,-343.441429,10154.668569,Philadelphia,PA,3.5,13,0,2,true,false,false,false,,no,,"{""Monday"": ""10:0-20:0"", ""Tuesday"": ""10:0-20:0"", ""Wednesday"": ""10:0-20:0"", ""Thursday"": ""10:0-20:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""10:0-20:0"", ""Sunday"": ""10:0-16:0""}"
-Or44IdY51Ukd618kikmtA__coffee_and_tea,-Or44IdY51Ukd618kikmtA,Federal Donuts,Coffee & Tea,-Or44IdY51Ukd618kikmtA,Coffee & Tea,39.9641791,-75.1494241,410.582237,-1225.688501,Philadelphia,PA,4.0,321,1,1,true,true,true,true,none,free,casual|hipster,"{""Monday"": ""8:0-18:0"", ""Tuesday"": ""8:0-18:0"", ""Wednesday"": ""8:0-18:0"", ""Thursday"": ""8:0-18:0"", ""Friday"": ""8:0-18:0"", ""Saturday"": ""8:0-18:0"", ""Sunday"": ""8:0-18:0""}"
Ugoyu-TIppruxRTkbej3lA__soul_food,Ugoyu-TIppruxRTkbej3lA,Sole II Soul,Soul Food,Ugoyu-TIppruxRTkbej3lA,Soul Food,40.0286052,-75.2275280,-6244.749244,5938.169040,Philadelphia,PA,2.5,34,0,2,true,false,false,true,none,no,,"{""Tuesday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0"", ""Thursday"": ""16:0-22:0"", ""Friday"": ""16:0-0:0"", ""Saturday"": ""16:0-0:0"", ""Sunday"": ""12:0-20:0""}"
Es39sSDXiReBthHLBSD_Xw__seafood,Es39sSDXiReBthHLBSD_Xw,Phillips Seafood,Seafood,Es39sSDXiReBthHLBSD_Xw,Seafood,39.9568410,-75.1675970,-1137.951591,-2041.652611,Philadelphia,PA,3.0,23,0,3,false,false,false,true,none,no,,
faSi7EoZ38xMPJEpp7-pqg__burgers,faSi7EoZ38xMPJEpp7-pqg,Algorithm Restaurants,Burgers,faSi7EoZ38xMPJEpp7-pqg,Burgers,40.1169330,-75.3552940,-17131.856991,15759.790174,Philadelphia,PA,5.0,10,1,,true,true,true,,none,no,,"{""Monday"": ""12:0-17:0"", ""Tuesday"": ""12:0-21:0"", ""Wednesday"": ""16:0-21:0"", ""Thursday"": ""16:0-21:0"", ""Friday"": ""16:0-21:0"", ""Saturday"": ""16:0-21:0"", ""Sunday"": ""12:0-19:0""}"
QyWxTsVvvqSEpU1KNblRbQ__sandwiches,QyWxTsVvvqSEpU1KNblRbQ,Say Cheese,Sandwiches,QyWxTsVvvqSEpU1KNblRbQ,Sandwiches,39.9613330,-75.1550674,-70.291818,-1542.168781,Philadelphia,PA,4.0,34,1,1,true,true,true,true,none,no,casual,"{""Monday"": ""11:0-19:0"", ""Tuesday"": ""11:0-19:0"", ""Wednesday"": ""11:0-19:0"", ""Thursday"": ""11:0-19:0"", ""Friday"": ""11:30-15:30""}"
nOVUeN4lQAnrwskMMJ4nEw__vietnamese,nOVUeN4lQAnrwskMMJ4nEw,Pho Mi Rittenhouse,Vietnamese,nOVUeN4lQAnrwskMMJ4nEw,Vietnamese,39.9517712,-75.1737245,-1660.083833,-2605.384492,Philadelphia,PA,5.0,20,1,,true,true,,,,free,classy,
eEW2LAE2Fb8rZVE2rtNeyQ__grocery,eEW2LAE2Fb8rZVE2rtNeyQ,DGX,Grocery,eEW2LAE2Fb8rZVE2rtNeyQ,Grocery,39.9665629,-75.1399899,1214.485292,-960.625161,Philadelphia,PA,4.0,9,1,1,false,true,,,,,,"{""Monday"": ""7:0-23:0"", ""Tuesday"": ""7:0-23:0"", ""Wednesday"": ""7:0-23:0"", ""Thursday"": ""7:0-23:0"", ""Friday"": ""7:0-23:0"", ""Saturday"": ""7:0-23:0"", ""Sunday"": ""9:0-23:0""}"
zBOy9arp97nuwKuTal5Mkg__chinese,zBOy9arp97nuwKuTal5Mkg,New Number One Chinese Restaurant,Chinese,zBOy9arp97nuwKuTal5Mkg,Chinese,39.9551025,-75.2085460,-4627.269120,-2234.965258,Philadelphia,PA,2.5,40,1,1,true,true,false,true,none,no,,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""12:0-21:0""}"
w_JNBcdRer2wZlKMiC4hHA__american_(traditional),w_JNBcdRer2wZlKMiC4hHA,Flannel,American (Traditional),w_JNBcdRer2wZlKMiC4hHA,American (Traditional),39.9272227,-75.1663260,-1029.649409,-5335.060177,Philadelphia,PA,4.5,113,1,2,true,true,true,true,full_bar,free,trendy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""8:0-16:0"", ""Wednesday"": ""9:0-21:0"", ""Thursday"": ""9:0-21:0"", ""Friday"": ""9:0-22:0"", ""Saturday"": ""9:0-22:0"", ""Sunday"": ""9:0-21:0""}"
