instance_id,business_id,Feature,InstanceID,category,latitude,longitude,X,Y,city,state,stars,review_count,is_open
7tBrFz4n3xtXd6BRk86TFA__american__new,7tBrFz4n3xtXd6BRk86TFA,American (New),7tBrFz4n3xtXd6BRk86TFA,American (New),39.9419352,-75.1502842,5.524234,-4216.542449,Philadelphia,PA,2.0,22,1
7u-7PVcjECvTeIumVTmS4g__beauty___spas,7u-7PVcjECvTeIumVTmS4g,Beauty & Spas,7u-7PVcjECvTeIumVTmS4g,Beauty & Spas,39.945238,-75.161439,-944.926053,-3849.287338,Philadelphia,PA,4.5,82,1
7uG4WyAMMyo2eI3uQnBTeg__shopping,7uG4WyAMMyo2eI3uQnBTeg,Shopping,7uG4WyAMMyo2eI3uQnBTeg,Shopping,40.1032576,-74.9856243,14035.452985,13721.714763,Philadelphia,PA,4.5,20,1
7uMwPg2lmF_KscKo9lFCwQ__nightlife,7uMwPg2lmF_KscKo9lFCwQ,Nightlife,7uMwPg2lmF_KscKo9lFCwQ,Nightlife,39.8761409034,-75.2453287875,-8092.797159,-11532.544538,Philadelphia,PA,5.0,5,1
7uiqoxNvg-gxcOcWTOUy8A__arts___entertainment,7uiqoxNvg-gxcOcWTOUy8A,Arts & Entertainment,7uiqoxNvg-gxcOcWTOUy8A,Arts & Entertainment,39.94816,-75.153101,-234.482612,-3524.375313,Philadelphia,PA,3.0,6,1
7vg0q-N8e1olhWlj-d6oNA__nightlife,7vg0q-N8e1olhWlj-d6oNA,Nightlife,7vg0q-N8e1olhWlj-d6oNA,Nightlife,40.0227275437,-75.2175221834,-5723.521614,4767.168691,Philadelphia,PA,3.5,27,1
7w0Yok3_HkY4FObH7bSurg__restaurants,7w0Yok3_HkY4FObH7bSurg,Restaurants,7w0Yok3_HkY4FObH7bSurg,Restaurants,39.9497563,-75.1480623,194.842330,-3346.874606,Philadelphia,PA,3.0,18,1
7w2mvWBmvY-49MmTxQ-OhA__restaurants,7w2mvWBmvY-49MmTxQ-OhA,Restaurants,7w2mvWBmvY-49MmTxQ-OhA,Restaurants,39.9703256,-75.1440831,533.892047,-1059.669643,Philadelphia,PA,3.5,111,1
7we6aFgMlWGPxo9Buh833g__shopping,7we6aFgMlWGPxo9Buh833g,Shopping,7we6aFgMlWGPxo9Buh833g,Shopping,39.9502128,-75.1691922,-1605.541319,-3296.114052,Philadelphia,PA,3.5,10,1
7wzU75S05xSPVIk5Bht9-Q__shopping,7wzU75S05xSPVIk5Bht9-Q,Shopping,7wzU75S05xSPVIk5Bht9-Q,Shopping,39.9425338,-75.1569468,-562.165916,-4149.981073,Philadelphia,PA,4.5,21,1
7xckZSLRWf5uf3L1IsF1Kg__restaurants,7xckZSLRWf5uf3L1IsF1Kg,Restaurants,7xckZSLRWf5uf3L1IsF1Kg,Restaurants,39.9518886,-75.1718034,-1828.029915,-3109.773337,Philadelphia,PA,3.5,185,1
7xlElnqpIR2NuwUOpZLM6Q__home_services,7xlElnqpIR2NuwUOpZLM6Q,Home Services,7xlElnqpIR2NuwUOpZLM6Q,Home Services,39.9670944,-75.1718892,-1835.340546,-1418.963186,Philadelphia,PA,4.5,69,1
7y1zIK1ZtkkGIKeRUobThg__bars,7y1zIK1ZtkkGIKeRUobThg,Bars,7y1zIK1ZtkkGIKeRUobThg,Bars,40.0577429,-75.0446413,9006.880120,8660.704045,Philadelphia,PA,3.5,178,1
7yBuPIRjDxq0urQzjp1g3w__shopping,7yBuPIRjDxq0urQzjp1g3w,Shopping,7yBuPIRjDxq0urQzjp1g3w,Shopping,39.9769957315,-75.2747348463,-10598.355038,-317.983835,Philadelphia,PA,3.0,5,1
7yq3QuO6O00tcPbOzecBdQ__pizza,7yq3QuO6O00tcPbOzecBdQ,Pizza,7yq3QuO6O00tcPbOzecBdQ,Pizza,40.0365969,-75.0317945,10101.498109,6309.372878,Philadelphia,PA,3.5,64,1
7z16CBc74GhbyqalwZrJUQ__restaurants,7z16CBc74GhbyqalwZrJUQ,Restaurants,7z16CBc74GhbyqalwZrJUQ,Restaurants,39.954754,-75.156191,-497.767600,-2791.154954,Philadelphia,PA,4.0,461,1
7zJ2m_b-VdThJ5zpnwXSOQ__beauty___spas,7zJ2m_b-VdThJ5zpnwXSOQ,Beauty & Spas,7zJ2m_b-VdThJ5zpnwXSOQ,Beauty & Spas,39.9468321,-75.1764911,-2227.447727,-3672.031260,Philadelphia,PA,5.0,201,1
7zdWY4WhiEsYsSPJhYnPZg__restaurants,7zdWY4WhiEsYsSPJhYnPZg,Restaurants,7zdWY4WhiEsYsSPJhYnPZg,Restaurants,40.0347942,-75.0446098,9009.564093,6108.921507,Philadelphia,PA,3.0,17,1
8-1vYscR7TNGF7LcJeNZBQ__pizza,8-1vYscR7TNGF7LcJeNZBQ,Pizza,8-1vYscR7TNGF7LcJeNZBQ,Pizza,40.0454066,-75.2327285,-7019.183390,7288.968176,Philadelphia,PA,3.5,91,1
8-CnBPjMxQj195wDxZrHEA__restaurants,8-CnBPjMxQj195wDxZrHEA,Restaurants,8-CnBPjMxQj195wDxZrHEA,Restaurants,39.953175,-75.158621,-704.816960,-2966.731986,Philadelphia,PA,3.5,65,1
8-Ntrt-Gg8iidOB14QzqIw__health___medical,8-Ntrt-Gg8iidOB14QzqIw,Health & Medical,8-Ntrt-Gg8iidOB14QzqIw,Health & Medical,39.9175609,-75.1672381,-1439.041255,-6926.844693,Philadelphia,PA,2.0,8,1
81C5xFY3EGL5mhPZD6pynw__restaurants,81C5xFY3EGL5mhPZD6pynw,Restaurants,81C5xFY3EGL5mhPZD6pynw,Restaurants,39.922761,-75.186121,-3047.968150,-6348.619156,Philadelphia,PA,4.0,15,1
81dk-1nYjlJDEIG3DRZIwg__nightlife,81dk-1nYjlJDEIG3DRZIwg,Nightlife,81dk-1nYjlJDEIG3DRZIwg,Nightlife,39.8743958238,-75.2424229681,-7845.205371,-11726.588804,Philadelphia,PA,4.5,8,1
82lRUyC9iKqI3Z4BBLCvyA__automotive,82lRUyC9iKqI3Z4BBLCvyA,Automotive,82lRUyC9iKqI3Z4BBLCvyA,Automotive,40.0078109502,-75.1742731032,-2038.462205,3108.516880,Philadelphia,PA,3.0,10,1
82n2c_QXZASJxyzUHNSgHw__food,82n2c_QXZASJxyzUHNSgHw,Food,82n2c_QXZASJxyzUHNSgHw,Food,39.9539135,-75.160968,-904.794264,-2884.614419,Philadelphia,PA,3.0,5,1
82pcio87ozvTYLFow_n8sQ__food,82pcio87ozvTYLFow_n8sQ,Food,82pcio87ozvTYLFow_n8sQ,Food,40.0316341804,-75.2112624196,-5190.155323,5757.542874,Philadelphia,PA,3.0,48,1
838bEDzZSPveDkAGrhVWYQ__restaurants,838bEDzZSPveDkAGrhVWYQ,Restaurants,838bEDzZSPveDkAGrhVWYQ,Restaurants,39.9557218,-75.1567726,-547.323118,-2683.540355,Philadelphia,PA,3.0,524,1
83Fw7PpQR9GY-IEokD7mmg__american__traditional,83Fw7PpQR9GY-IEokD7mmg,American (Traditional),83Fw7PpQR9GY-IEokD7mmg,American (Traditional),39.9389811,-75.1898882,-3368.954302,-4545.023835,Philadelphia,PA,3.5,5,1
83IeQHroXEctmMpK19TJKw__hair_salons,83IeQHroXEctmMpK19TJKw,Hair Salons,83IeQHroXEctmMpK19TJKw,Hair Salons,39.9512980845,-75.1642701024,-1186.151542,-3175.435755,Philadelphia,PA,3.5,65,1
842klWrQcZi4K4rLC10YKA__arts___entertainment,842klWrQcZi4K4rLC10YKA,Arts & Entertainment,842klWrQcZi4K4rLC10YKA,Arts & Entertainment,39.9526747,-75.1763644,-2216.652190,-3022.362884,Philadelphia,PA,4.0,86,1
849vV4133tI82lNWCZinOA__restaurants,849vV4133tI82lNWCZinOA,Restaurants,849vV4133tI82lNWCZinOA,Restaurants,39.9703316132,-75.145784989,388.881747,-1059.001004,Philadelphia,PA,4.0,130,1
85e8Uyn8tIyEZCqBP80rqA__restaurants,85e8Uyn8tIyEZCqBP80rqA,Restaurants,85e8Uyn8tIyEZCqBP80rqA,Restaurants,39.9500808716,-75.162,-992.726337,-3310.783841,Philadelphia,PA,4.0,668,1
86glJ3ygYJV8HE-FClONsw__restaurants,86glJ3ygYJV8HE-FClONsw,Restaurants,86glJ3ygYJV8HE-FClONsw,Restaurants,40.0649629383,-74.9836531509,14203.405725,9463.536783,Philadelphia,PA,3.5,17,1
86zlZrriX8J3LfJoNmI4fw__automotive,86zlZrriX8J3LfJoNmI4fw,Automotive,86zlZrriX8J3LfJoNmI4fw,Automotive,39.908407,-75.2263014,-6471.559135,-7944.713338,Philadelphia,PA,4.5,8,1
87JMZFDKoOgb-QqwXxCyww__shopping,87JMZFDKoOgb-QqwXxCyww,Shopping,87JMZFDKoOgb-QqwXxCyww,Shopping,39.9514353684,-75.2096845272,-5055.710216,-3160.170461,Philadelphia,PA,4.5,28,1
87lcGuiskjrqBlMwVY0zrg__shopping,87lcGuiskjrqBlMwVY0zrg,Shopping,87lcGuiskjrqBlMwVY0zrg,Shopping,40.0149824,-75.1866396,-3092.155721,3905.946816,Philadelphia,PA,4.5,11,1
88-rtKNDLSSXDVQyWNe-BQ__home_services,88-rtKNDLSSXDVQyWNe-BQ,Home Services,88-rtKNDLSSXDVQyWNe-BQ,Home Services,40.007235,-75.175378,-2132.605487,3044.474052,Philadelphia,PA,2.0,7,1
899SJQk-w9wXoy5RNeJjIg__event_planning___services,899SJQk-w9wXoy5RNeJjIg,Event Planning & Services,899SJQk-w9wXoy5RNeJjIg,Event Planning & Services,40.0497663,-75.1848614,-2940.643305,7773.745368,Philadelphia,PA,5.0,35,1
89gMRtved9315_howyDEFQ__local_services,89gMRtved9315_howyDEFQ,Local Services,89gMRtved9315_howyDEFQ,Local Services,40.020552,-75.215863,-5582.150067,4525.258935,Philadelphia,PA,5.0,99,1
8B-_2a4NHqpMoWDQAd1w1w__shopping,8B-_2a4NHqpMoWDQAd1w1w,Shopping,8B-_2a4NHqpMoWDQAd1w1w,Shopping,39.9790856,-75.129654,1763.330695,-85.600740,Philadelphia,PA,4.5,14,1
8B_xigUkb_HxDvkXVa3LRw__shopping,8B_xigUkb_HxDvkXVa3LRw,Shopping,8B_xigUkb_HxDvkXVa3LRw,Shopping,39.9568936,-75.1586081,-703.717809,-2553.241960,Philadelphia,PA,4.5,74,1
8C5bR0nuQzmgRDzEZQ332Q__local_services,8C5bR0nuQzmgRDzEZQ332Q,Local Services,8C5bR0nuQzmgRDzEZQ332Q,Local Services,39.9419931,-75.1557352,-458.930935,-4210.104253,Philadelphia,PA,4.5,8,1
8CGgpZ49D3eJJp9HUTaE5A__restaurants,8CGgpZ49D3eJJp9HUTaE5A,Restaurants,8CGgpZ49D3eJJp9HUTaE5A,Restaurants,39.9385067392,-75.1565579,-529.029498,-4597.770422,Philadelphia,PA,5.0,6,1
8CSTxca6S_c6nr4z_tY0bQ__beauty___spas,8CSTxca6S_c6nr4z_tY0bQ,Beauty & Spas,8CSTxca6S_c6nr4z_tY0bQ,Beauty & Spas,39.9637852,-75.1433648,595.095156,-1786.929945,Philadelphia,PA,5.0,17,1
8CU6Hj2SBPC6nhSEHLCJvw__nightlife,8CU6Hj2SBPC6nhSEHLCJvw,Nightlife,8CU6Hj2SBPC6nhSEHLCJvw,Nightlife,40.068094,-75.00631,12272.917619,9811.695440,Philadelphia,PA,3.5,46,1
8CiOiANqGJHTQJuTvgiBgA__american__traditional,8CiOiANqGJHTQJuTvgiBgA,American (Traditional),8CiOiANqGJHTQJuTvgiBgA,American (Traditional),39.9411099,-75.1458162,386.222398,-4308.311748,Philadelphia,PA,4.0,18,1
8Dx8DzaGjLWjzWO9Xmubgw__event_planning___services,8Dx8DzaGjLWjzWO9Xmubgw,Event Planning & Services,8Dx8DzaGjLWjzWO9Xmubgw,Event Planning & Services,39.9556241,-75.1647529,-1227.288552,-2694.404115,Philadelphia,PA,2.5,5,1
8F6URCmvOYbzX4ErKgmQ0w__active_life,8F6URCmvOYbzX4ErKgmQ0w,Active Life,8F6URCmvOYbzX4ErKgmQ0w,Active Life,39.9488054891,-75.1817243795,-2673.351912,-3452.600101,Philadelphia,PA,4.5,34,1
8FALz8g6oaTca0ufiUuF6w__nightlife,8FALz8g6oaTca0ufiUuF6w,Nightlife,8FALz8g6oaTca0ufiUuF6w,Nightlife,39.947086,-75.161151,-920.386870,-3643.798829,Philadelphia,PA,3.5,121,1
8FZREDyibPgWsq2C1cBXsQ__automotive,8FZREDyibPgWsq2C1cBXsQ,Automotive,8FZREDyibPgWsq2C1cBXsQ,Automotive,40.0153699,-75.0560724,8032.887554,3949.034910,Philadelphia,PA,1.0,119,1
8GTViyjR-lBVuZZLfcVx6Q__restaurants,8GTViyjR-lBVuZZLfcVx6Q,Restaurants,8GTViyjR-lBVuZZLfcVx6Q,Restaurants,39.981332,-75.223961,-6272.144188,164.187888,Philadelphia,PA,2.5,33,1
8GYaV6jgHAAO5TLNEKpG9Q__local_services,8GYaV6jgHAAO5TLNEKpG9Q,Local Services,8GYaV6jgHAAO5TLNEKpG9Q,Local Services,39.9579499,-75.1604973,-864.688036,-2435.786597,Philadelphia,PA,4.5,7,1
8GclUzCTNI3wyuxLITKTug__home_services,8GclUzCTNI3wyuxLITKTug,Home Services,8GclUzCTNI3wyuxLITKTug,Home Services,39.9520354,-75.1589635,-733.999843,-3093.449899,Philadelphia,PA,3.5,24,1
8HAs-c3bh_tr4ggiYAlZng__restaurants,8HAs-c3bh_tr4ggiYAlZng,Restaurants,8HAs-c3bh_tr4ggiYAlZng,Restaurants,39.9483207617,-75.1570180649,-568.238077,-3506.499403,Philadelphia,PA,3.5,173,1
8Iun0Mjc2PvFx9-iNR7qyQ__active_life,8Iun0Mjc2PvFx9-iNR7qyQ,Active Life,8Iun0Mjc2PvFx9-iNR7qyQ,Active Life,39.952312,-75.179007,-2441.816239,-3062.693340,Philadelphia,PA,5.0,17,1
8J-vUGThbFqCxQhrcqP0CQ__food,8J-vUGThbFqCxQhrcqP0CQ,Food,8J-vUGThbFqCxQhrcqP0CQ,Food,39.959544,-75.218536,-5809.904362,-2258.530520,Philadelphia,PA,1.5,8,1
8JCa-QUoVG5PXfa_C-7rWA__health___medical,8JCa-QUoVG5PXfa_C-7rWA,Health & Medical,8JCa-QUoVG5PXfa_C-7rWA,Health & Medical,39.9219,-75.17022,-1693.115529,-6444.358120,Philadelphia,PA,2.5,6,1
8JFY8ctkpd_JDVoni6r0xA__hair_salons,8JFY8ctkpd_JDVoni6r0xA,Hair Salons,8JFY8ctkpd_JDVoni6r0xA,Hair Salons,39.923512,-75.170208,-1692.093063,-6265.111651,Philadelphia,PA,5.0,19,1
8JZ0kn1NcXaa5fCxUpltzQ__shopping,8JZ0kn1NcXaa5fCxUpltzQ,Shopping,8JZ0kn1NcXaa5fCxUpltzQ,Shopping,40.038149,-75.223137,-6201.934858,6481.958762,Philadelphia,PA,4.5,15,1
8JcdN89xv4AqAVRSDLLUHw__nightlife,8JcdN89xv4AqAVRSDLLUHw,Nightlife,8JcdN89xv4AqAVRSDLLUHw,Nightlife,39.9487291,-75.1744313,-2051.941442,-3461.094193,Philadelphia,PA,3.5,163,1
8JqmGIIQcQKdonuHZS_aYw__home_services,8JqmGIIQcQKdonuHZS_aYw,Home Services,8JqmGIIQcQKdonuHZS_aYw,Home Services,40.0448691,-75.1814988,-2654.131298,7229.200821,Philadelphia,PA,3.0,8,1
8JuNAivyRLk1Hj2LWHJetA__local_services,8JuNAivyRLk1Hj2LWHJetA,Local Services,8JuNAivyRLk1Hj2LWHJetA,Local Services,40.0041749,-75.1876883,-3181.510727,2704.205987,Philadelphia,PA,5.0,47,1
8JwafFqgloTVXkk94LGqag__food,8JwafFqgloTVXkk94LGqag,Food,8JwafFqgloTVXkk94LGqag,Food,39.996104,-75.1731727,-1944.701803,1806.761614,Philadelphia,PA,3.5,5,1
8KBDQlSdjJ-NoLbpPvkOrw__arts___entertainment,8KBDQlSdjJ-NoLbpPvkOrw,Arts & Entertainment,8KBDQlSdjJ-NoLbpPvkOrw,Arts & Entertainment,39.9534524019,-75.1404362747,844.621612,-2935.886259,Philadelphia,PA,3.5,252,1
8LQjvERZE8x1aPfWS4eImw__home_services,8LQjvERZE8x1aPfWS4eImw,Home Services,8LQjvERZE8x1aPfWS4eImw,Home Services,39.9174018,-75.16241,-1027.660591,-6944.535830,Philadelphia,PA,4.5,16,1
8LonS_bxNmCDk3FWiG9lzA__restaurants,8LonS_bxNmCDk3FWiG9lzA,Restaurants,8LonS_bxNmCDk3FWiG9lzA,Restaurants,39.951923,-75.144335,512.428782,-3105.948226,Philadelphia,PA,4.5,193,1
8NCYYDGGPtmL4NxQxKUKBA__restaurants,8NCYYDGGPtmL4NxQxKUKBA,Restaurants,8NCYYDGGPtmL4NxQxKUKBA,Restaurants,40.044244,-75.101804,4136.303810,7159.692776,Philadelphia,PA,1.0,5,1
8NbOKCqw_sgx1NM7YVNVtg__local_services,8NbOKCqw_sgx1NM7YVNVtg,Local Services,8NbOKCqw_sgx1NM7YVNVtg,Local Services,39.9500843,-75.1465316,325.266385,-3310.402620,Philadelphia,PA,3.5,76,1
8NeQKx9kYZIQclGPj7ynoA__hair_salons,8NeQKx9kYZIQclGPj7ynoA,Hair Salons,8NeQKx9kYZIQclGPj7ynoA,Hair Salons,39.949764,-75.1755941,-2151.018395,-3346.018404,Philadelphia,PA,4.0,47,1
8OoLxv91ztELwzfvG26xjA__restaurants,8OoLxv91ztELwzfvG26xjA,Restaurants,8OoLxv91ztELwzfvG26xjA,Restaurants,40.086753,-75.0444359,9024.381329,11886.484442,Philadelphia,PA,3.5,61,1
8P8HIysyyGbG8_94cG1Jyg__american__new,8P8HIysyyGbG8_94cG1Jyg,American (New),8P8HIysyyGbG8_94cG1Jyg,American (New),39.9440110213,-75.1691403878,-1601.126634,-3985.721332,Philadelphia,PA,4.5,408,1
8PSSfsRQ0JfH8Yc4Doq_uA__restaurants,8PSSfsRQ0JfH8Yc4Doq_uA,Restaurants,8PSSfsRQ0JfH8Yc4Doq_uA,Restaurants,39.9277585,-75.1757526,-2164.523467,-5792.921742,Philadelphia,PA,4.0,25,1
8Pf3z_J3jEOCEiN04M0U3A__local_services,8Pf3z_J3jEOCEiN04M0U3A,Local Services,8Pf3z_J3jEOCEiN04M0U3A,Local Services,39.926576,-75.1746251,-2068.454268,-5924.409925,Philadelphia,PA,5.0,7,1
8QK0MDPAYsM1kpfGXdWJ5w__beauty___spas,8QK0MDPAYsM1kpfGXdWJ5w,Beauty & Spas,8QK0MDPAYsM1kpfGXdWJ5w,Beauty & Spas,40.0682106,-75.0685704,6967.989242,9824.660786,Philadelphia,PA,3.0,7,1
8QWZV2WAX60eQ6A-a87Z9g__hair_salons,8QWZV2WAX60eQ6A-a87Z9g,Hair Salons,8QWZV2WAX60eQ6A-a87Z9g,Hair Salons,39.9852959,-75.1015594,4157.145074,604.954067,Philadelphia,PA,5.0,19,1
8QY974PXRbLFIcJUqz7gsA__restaurants,8QY974PXRbLFIcJUqz7gsA,Restaurants,8QY974PXRbLFIcJUqz7gsA,Restaurants,39.9992623,-75.133377,1446.110627,2157.949036,Philadelphia,PA,3.5,117,1
8QtgPszOI5-4qwizvWi5lA__restaurants,8QtgPszOI5-4qwizvWi5lA,Restaurants,8QtgPszOI5-4qwizvWi5lA,Restaurants,40.0224225,-75.2090019,-4997.546625,4733.249333,Philadelphia,PA,4.0,25,1
8S_Vpr1kIPnP3yynZb79dw__arts___entertainment,8S_Vpr1kIPnP3yynZb79dw,Arts & Entertainment,8S_Vpr1kIPnP3yynZb79dw,Arts & Entertainment,39.9501475,-75.1901043,-3387.367210,-3303.375091,Philadelphia,PA,4.5,9,1
8TWIJBl-XCdwYoQYa1VViQ__beauty___spas,8TWIJBl-XCdwYoQYa1VViQ,Beauty & Spas,8TWIJBl-XCdwYoQYa1VViQ,Beauty & Spas,39.944545,-75.163482,-1119.000885,-3926.345528,Philadelphia,PA,4.0,32,1
8TcktDUHGOQntArFkb9TXg__home_services,8TcktDUHGOQntArFkb9TXg,Home Services,8TcktDUHGOQntArFkb9TXg,Home Services,39.9223874,-75.1616085,-959.368385,-6390.161638,Philadelphia,PA,3.0,8,1
8U5EhUUxyGpcNdCWJephPA__shopping,8U5EhUUxyGpcNdCWJephPA,Shopping,8U5EhUUxyGpcNdCWJephPA,Shopping,39.9494469,-75.1759474,-2181.121498,-3381.278364,Philadelphia,PA,4.0,9,1
8UR3q3wu6UoOHauefSQpHg__restaurants,8UR3q3wu6UoOHauefSQpHg,Restaurants,8UR3q3wu6UoOHauefSQpHg,Restaurants,39.9445311,-75.1715879,-1809.668130,-3927.891140,Philadelphia,PA,5.0,29,1
8Uz6dy3vMQsZTQu-vqpZ5A__health___medical,8Uz6dy3vMQsZTQu-vqpZ5A,Health & Medical,8Uz6dy3vMQsZTQu-vqpZ5A,Health & Medical,40.0511422547,-75.0664484601,7148.790187,7926.744761,Philadelphia,PA,4.0,6,1
8V5uZr92JiCrJ0jXjQCR0w__health___medical,8V5uZr92JiCrJ0jXjQCR0w,Health & Medical,8V5uZr92JiCrJ0jXjQCR0w,Health & Medical,39.9483821,-75.1610889,-915.095608,-3499.678886,Philadelphia,PA,5.0,22,1
8VSBmZjGTA1AXbsPQNcA6Q__health___medical,8VSBmZjGTA1AXbsPQNcA6Q,Health & Medical,8VSBmZjGTA1AXbsPQNcA6Q,Health & Medical,40.0754252,-75.2082497,-4933.455050,10626.888812,Philadelphia,PA,5.0,20,1
8VZd61Jo4WUdacQuRjrZoQ__restaurants,8VZd61Jo4WUdacQuRjrZoQ,Restaurants,8VZd61Jo4WUdacQuRjrZoQ,Restaurants,39.9170069,-75.2365572,-7345.409680,-6988.446767,Philadelphia,PA,3.0,10,1
8VsGdezAKZh8atZ0tmVskg__restaurants,8VsGdezAKZh8atZ0tmVskg,Restaurants,8VsGdezAKZh8atZ0tmVskg,Restaurants,39.9207300556,-75.1668711662,-1407.776478,-6574.450181,Philadelphia,PA,4.5,23,1
8WgMeCwJZdgpM5g2eiCKVw__local_services,8WgMeCwJZdgpM5g2eiCKVw,Local Services,8WgMeCwJZdgpM5g2eiCKVw,Local Services,40.0148416,-75.110479,3397.146116,3890.290549,Philadelphia,PA,4.0,16,1
8Xk9nyQkaLZyWJcZrwX2uA__coffee___tea,8Xk9nyQkaLZyWJcZrwX2uA,Coffee & Tea,8Xk9nyQkaLZyWJcZrwX2uA,Coffee & Tea,40.0030201,-75.2214924,-6061.805896,2575.797908,Philadelphia,PA,5.0,10,1
8XtpIfn6bjrzKQraKuZHEQ__event_planning___services,8XtpIfn6bjrzKQraKuZHEQ,Event Planning & Services,8XtpIfn6bjrzKQraKuZHEQ,Event Planning & Services,39.9490202,-75.1478095,216.382280,-3428.725305,Philadelphia,PA,3.0,46,1
8YTbOl9x7WSJwZuKgCSF0g__shopping,8YTbOl9x7WSJwZuKgCSF0g,Shopping,8YTbOl9x7WSJwZuKgCSF0g,Shopping,39.9494832,-75.1671127,-1428.356486,-3377.241983,Philadelphia,PA,4.5,84,1
8ZN5M6bUQ_KWo8YbxYSVPA__coffee___tea,8ZN5M6bUQ_KWo8YbxYSVPA,Coffee & Tea,8ZN5M6bUQ_KWo8YbxYSVPA,Coffee & Tea,39.9208326,-75.1588256,-722.250005,-6563.047749,Philadelphia,PA,4.5,6,1
8ZSDF-3akKn2Q7EtviMaXQ__beauty___spas,8ZSDF-3akKn2Q7EtviMaXQ,Beauty & Spas,8ZSDF-3akKn2Q7EtviMaXQ,Beauty & Spas,40.0095117,-75.1067612,3713.923116,3297.631891,Philadelphia,PA,3.5,8,1
8_O6LXLyMgpq1g9CIwcW4w__arts___entertainment,8_O6LXLyMgpq1g9CIwcW4w,Arts & Entertainment,8_O6LXLyMgpq1g9CIwcW4w,Arts & Entertainment,39.953893,-75.149068,109.151161,-2886.893918,Philadelphia,PA,4.0,180,1
8_pMdcAhH1XrAXvgFcWTDw__food,8_pMdcAhH1XrAXvgFcWTDw,Food,8_pMdcAhH1XrAXvgFcWTDw,Food,39.9457034402,-75.1548281219,-381.642894,-3797.532677,Philadelphia,PA,4.0,6,1
8_v0zZyTQqjogm2y0ULGwA__home_services,8_v0zZyTQqjogm2y0ULGwA,Home Services,8_v0zZyTQqjogm2y0ULGwA,Home Services,40.0787025,-74.9884798,13792.148686,10991.308448,Philadelphia,PA,3.5,11,1
8aT-k89xn1eU-eJPgEBDlA__restaurants,8aT-k89xn1eU-eJPgEBDlA,Restaurants,8aT-k89xn1eU-eJPgEBDlA,Restaurants,40.0258865,-75.2250935,-6368.639414,5118.429091,Philadelphia,PA,4.0,45,1
8awz5GSXpwf3MIxztHmoGg__bars,8awz5GSXpwf3MIxztHmoGg,Bars,8awz5GSXpwf3MIxztHmoGg,Bars,39.9543093077,-75.1739177338,-2008.182779,-2840.602550,Philadelphia,PA,3.0,77,1
8bDsHNKOrjJEyOFNDidV8Q__food,8bDsHNKOrjJEyOFNDidV8Q,Food,8bDsHNKOrjJEyOFNDidV8Q,Food,39.9439712,-75.2099137,-5075.236998,-3990.149265,Philadelphia,PA,4.5,47,1
8c07At2riqjfrHV4fHvesg__home_services,8c07At2riqjfrHV4fHvesg,Home Services,8c07At2riqjfrHV4fHvesg,Home Services,39.9412882,-75.2187346,-5826.826174,-4288.485665,Philadelphia,PA,5.0,10,1
8dNfGGEffaWxGBAfHuKrNQ__health___medical,8dNfGGEffaWxGBAfHuKrNQ,Health & Medical,8dNfGGEffaWxGBAfHuKrNQ,Health & Medical,39.9539914,-75.1699969,-1674.106183,-2875.952322,Philadelphia,PA,3.0,8,1
8do5XP-TDtTG4rnJgDZ4FA__food,8do5XP-TDtTG4rnJgDZ4FA,Food,8do5XP-TDtTG4rnJgDZ4FA,Food,40.0305853,-75.2256405,-6415.246821,5640.912534,Philadelphia,PA,5.0,12,1
8enntsQajwJBEuvTVFws5g__local_services,8enntsQajwJBEuvTVFws5g,Local Services,8enntsQajwJBEuvTVFws5g,Local Services,40.0035696,-75.0726587,6619.643605,2636.899605,Philadelphia,PA,4.0,19,1
8fb73DkaiZyV27mRHw_lSA__home_services,8fb73DkaiZyV27mRHw_lSA,Home Services,8fb73DkaiZyV27mRHw_lSA,Home Services,39.9906117,-75.1045905,3898.878690,1196.044874,Philadelphia,PA,3.5,18,1
8grIwJYQJ16EUImULDCdQw__bars,8grIwJYQJ16EUImULDCdQw,Bars,8grIwJYQJ16EUImULDCdQw,Bars,40.087697,-75.038827,9502.290446,11991.452597,Philadelphia,PA,3.0,104,1
8gufdqP_ZArKVoJdwE-JcQ__shopping,8gufdqP_ZArKVoJdwE-JcQ,Shopping,8gufdqP_ZArKVoJdwE-JcQ,Shopping,39.9515705,-75.1680038,-1504.283105,-3145.144492,Philadelphia,PA,3.5,40,1
8hKi4SyepMGe2W1L4aQ_JQ__pizza,8hKi4SyepMGe2W1L4aQ_JQ,Pizza,8hKi4SyepMGe2W1L4aQ_JQ,Pizza,39.9864213428,-75.2479510009,-8316.224157,730.097769,Philadelphia,PA,3.0,24,1
8hgo446H2HoYlZocEi1SJw__food,8hgo446H2HoYlZocEi1SJw,Food,8hgo446H2HoYlZocEi1SJw,Food,40.0546357,-75.1261125,2065.085966,8315.198691,Philadelphia,PA,4.0,32,1
8iXE6VM2VI40Xaji-iSKjw__shopping,8iXE6VM2VI40Xaji-iSKjw,Shopping,8iXE6VM2VI40Xaji-iSKjw,Shopping,40.0722423724,-75.0314294196,10132.604967,10272.974042,Philadelphia,PA,4.5,9,1
8iXOCgIvyCWxoE8gnX3IIw__american__new,8iXOCgIvyCWxoE8gnX3IIw,American (New),8iXOCgIvyCWxoE8gnX3IIw,American (New),40.0996149,-75.01003,11955.953167,13316.664444,Philadelphia,PA,3.0,48,1
